2,2,3,11.49,185800,43,1
1,2,3,13.8,143700,43,1
2,1,3,31.56,800000,43,1
1,1,1,113.2,219800,43,2
2,1,1,81.4,199000,43,2
2,1,1,81,149800,43,2
2,1,2,88.1,149800,43,2
2,1,1,99.8,397000,43,2
4,1,3,77.4,370500,43,2
2,2,3,11.49,205800,43,2
2,1,1,72.8,369900,13,1
1,1,2,65.3,169800,13,1
2,1,1,72.8,179800,13,1
1,1,1,69.9,159800,13,1
4,2,1,18.1,1223200,13,1
2,2,1,18.1,479000,13,1
2,2,1,18.1,428800,13,1
2,2,1,18.1,266800,13,1
1,2,1,10.3,211800,13,1
1,2,1,13.8,179800,13,1
1,2,1,11.4,119800,13,1
1,2,1,13.8,299000,13,1
3,2,4,13.8,303353,13,1
3,2,4,11.6,11991000,13,1
2,2,4,18.1,405000,13,1
2,2,4,13.8,5900000,13,1
2,2,1,14.8,355800,13,1
2,2,1,13.8,259800,13,1
3,2,4,13.8,309800,13,1
2,2,4,18.1,268800,13,1
3,2,4,13.8,1166000,13,1
2,2,4,13.8,205800,13,1
2,2,1,13.8,205800,13,1
1,2,4,13.8,133800,13,1
1,2,1,13.8,133800,13,1
1,2,1,13.8,359000,13,1
1,2,1,13.8,166800,13,1
1,2,1,13.5,1268000,13,1
1,2,1,11.9,885000,13,1
2,2,4,11.2,198200,13,1
2,2,4,11.87,470000,13,1
2,2,4,13.8,778000,13,1
2,2,1,87,504334,13,1
2,1,1,91,199900,24,1
2,2,1,11.8,326500,24,1
2,2,1,11.8,156500,24,1
1,2,1,11.57,138900,24,1
2,2,1,11.8,181900,24,1
1,1,1,68.8,159800,8,1
2,1,1,68,175000,8,1
1,1,1,66.6,167800,8,1
2,1,1,61.3,149800,8,1
2,2,1,17.7,225900,8,1
1,2,1,17.7,245900,8,1
2,2,1,48.5,179900,8,1
1,2,1,11.3,159900,8,1
2,2,1,17.8,165900,8,1
1,2,1,11.3,139800,8,1
1,2,1,11.3,139800,8,1
1,2,1,11.3,205800,8,1
3,2,1,11.3,235800,8,1
